0.000000  1.0000000000000000e+00
0.020000  1.0202013400267558e+00
0.040000  1.0408107741923880e+00
0.060000  1.0618365465453596e+00
0.080000  1.0832870676749589e+00
0.100000  1.1051709180756473e+00
0.120000  1.1274968515793760e+00
0.140000  1.1502737988572274e+00
0.160000  1.1735108709918098e+00
0.180000  1.1972173631218102e+00
0.200000  1.2214027581601696e+00
0.220000  1.2460767305873812e+00
0.240000  1.2712491503214047e+00
0.260000  1.2969300866657720e+00
0.280000  1.3231298123374369e+00
0.300000  1.3498588075760030e+00
0.320000  1.3771277643359570e+00
0.340000  1.4049475905635935e+00
0.360000  1.4333294145603406e+00
0.380000  1.4622845894342245e+00
0.400000  1.4918246976412701e+00
0.420000  1.5219615556186337e+00
0.440000  1.5527072185113364e+00
0.460000  1.5840739849944816e+00
0.480000  1.6160744021928932e+00
0.500000  1.6487212707001002e+00
0.520000  1.6820276496988589e+00
0.540000  1.7160068621848297e+00
0.560000  1.7506725002960717e+00
0.580000  1.7860384307500443e+00
0.600000  1.8221188003904780e+00
0.620000  1.8589280418463110e+00
0.640000  1.8964808793049195e+00
0.660000  1.9347923344019993e+00
0.680000  1.9738777322304146e+00
0.700000  2.0137527074704424e+00
0.720000  2.0544332106438530e+00
0.740000  2.0959355144943297e+00
0.760000  2.1382762204967833e+00
0.780000  2.1814722654981651e+00
0.800000  2.2255409284924301e+00
0.820000  2.2704998375323679e+00
0.840000  2.3163669767810524e+00
0.860000  2.3631606937057557e+00
0.880000  2.4108997064171698e+00
0.900000  2.4596031111569086e+00
0.920000  2.5092903899362557e+00
0.940000  2.5599814183292295e+00
0.960000  2.6116964734230739e+00
0.980000  2.6644562419293729e+00
1.000000  2.7182818284589998e+00
